campaign_id,name,severity,detection_method,event_fact,state_framing,framing_delta,source_type,signal_title,published_at,url,region,channel,category
106,Manufactured outrage and hostile framing of a legal extradition process,HIGH,framing_analysis,"A Polish court approved the extradition of Russian archaeologist Alexander Butyagin to Ukraine, where he is wanted for conducting illegal excavations in Russian-occupied Crimea. The decision can be appealed, and the final decision rests with the Polish justice minister.","Russian state media frames the extradition decision as a 'political process' lacking legal basis, with the Russian MFA, presidential spokesman, and a senator all condemning it. They emphasize that the decision is not final and that Butyagin fears for his safety if extradited. They also highlight the involvement of the Hermitage museum in advocating for him.","Russian state media immediately politicizes the court's decision, calling it 'political' and lacking 'legal grounds' through official statements from high-ranking officials. They also introduce the narrative of Butyagin becoming a 'hostage' and fearing for his life, which is not present in the trusted media's factual reporting. This creates an outrage chain and hostile framing around a legal process.",rss,Эрмитаж: окончательное решение по делу Бутягина примет генпрокурор Польши,2026-03-18 17:46:30+00,https://russian.rt.com/world/news/1608953-butyagin-reshenie-genprokuror?utm_source=rss&utm_medium=rss&utm_campaign=RSS,global,,ru_state
106,Manufactured outrage and hostile framing of a legal extradition process,HIGH,framing_analysis,"A Polish court approved the extradition of Russian archaeologist Alexander Butyagin to Ukraine, where he is wanted for conducting illegal excavations in Russian-occupied Crimea. The decision can be appealed, and the final decision rests with the Polish justice minister.","Russian state media frames the extradition decision as a 'political process' lacking legal basis, with the Russian MFA, presidential spokesman, and a senator all condemning it. They emphasize that the decision is not final and that Butyagin fears for his safety if extradited. They also highlight the involvement of the Hermitage museum in advocating for him.","Russian state media immediately politicizes the court's decision, calling it 'political' and lacking 'legal grounds' through official statements from high-ranking officials. They also introduce the narrative of Butyagin becoming a 'hostage' and fearing for his life, which is not present in the trusted media's factual reporting. This creates an outrage chain and hostile framing around a legal process.",rss,Сенатор Алтабаева: Бутягин при экстрадиции на Украину станет заложником киевского режима,2026-03-18 17:51:47+00,https://tass.ru/obschestvo/26810197,global,,russian_state
106,Manufactured outrage and hostile framing of a legal extradition process,HIGH,framing_analysis,"A Polish court approved the extradition of Russian archaeologist Alexander Butyagin to Ukraine, where he is wanted for conducting illegal excavations in Russian-occupied Crimea. The decision can be appealed, and the final decision rests with the Polish justice minister.","Russian state media frames the extradition decision as a 'political process' lacking legal basis, with the Russian MFA, presidential spokesman, and a senator all condemning it. They emphasize that the decision is not final and that Butyagin fears for his safety if extradited. They also highlight the involvement of the Hermitage museum in advocating for him.","Russian state media immediately politicizes the court's decision, calling it 'political' and lacking 'legal grounds' through official statements from high-ranking officials. They also introduce the narrative of Butyagin becoming a 'hostage' and fearing for his life, which is not present in the trusted media's factual reporting. This creates an outrage chain and hostile framing around a legal process.",rss,Эрмитаж считает преждевременным делать выводы о процессе по Бутягину в Польше,2026-03-18 18:37:30+00,https://tass.ru/obschestvo/26810487,global,,russian_state
106,Manufactured outrage and hostile framing of a legal extradition process,HIGH,framing_analysis,"A Polish court approved the extradition of Russian archaeologist Alexander Butyagin to Ukraine, where he is wanted for conducting illegal excavations in Russian-occupied Crimea. The decision can be appealed, and the final decision rests with the Polish justice minister.","Russian state media frames the extradition decision as a 'political process' lacking legal basis, with the Russian MFA, presidential spokesman, and a senator all condemning it. They emphasize that the decision is not final and that Butyagin fears for his safety if extradited. They also highlight the involvement of the Hermitage museum in advocating for him.","Russian state media immediately politicizes the court's decision, calling it 'political' and lacking 'legal grounds' through official statements from high-ranking officials. They also introduce the narrative of Butyagin becoming a 'hostage' and fearing for his life, which is not present in the trusted media's factual reporting. This creates an outrage chain and hostile framing around a legal process.",rss,Песков назвал проукраинским суд над археологом Бутягиным,2026-03-19 11:06:59+00,https://www.kommersant.ru/doc/8515798,global,,russian_state
108,Fabricated quote to portray US-Europe disunity,HIGH,framing_analysis,"Finnish President Alexander Stubb commented on Europe's potential military assistance to the US in the Strait of Hormuz in exchange for US support for Ukraine, and the US focus on Iran.","Russian state media focuses on Stubb's concern that the US is shifting its attention from Ukraine to Iran, and TASS adds a fabricated quote about Europe refusing to help the US because it wasn't warned about an attack on Iran.","Russian state media, particularly TASS, fabricates a direct quote from Stubb stating that Europe refused to help the US because it wasn't warned about an attack on Iran. The other Russian state media outlets selectively focus on Stubb's 'concern' about US attention shifting, omitting the conditional offer of European help for Ukraine support. Trusted media accurately reports Stubb's conditional offer and the reason for European reluctance.",rss,Президент Финляндии выразил обеспокоенность смещением внимания США с Украины на Иран,2026-03-17 00:42:00+00,https://www.interfax.ru/world/1078273,global,,russian_state
108,Fabricated quote to portray US-Europe disunity,HIGH,framing_analysis,"Finnish President Alexander Stubb commented on Europe's potential military assistance to the US in the Strait of Hormuz in exchange for US support for Ukraine, and the US focus on Iran.","Russian state media focuses on Stubb's concern that the US is shifting its attention from Ukraine to Iran, and TASS adds a fabricated quote about Europe refusing to help the US because it wasn't warned about an attack on Iran.","Russian state media, particularly TASS, fabricates a direct quote from Stubb stating that Europe refused to help the US because it wasn't warned about an attack on Iran. The other Russian state media outlets selectively focus on Stubb's 'concern' about US attention shifting, omitting the conditional offer of European help for Ukraine support. Trusted media accurately reports Stubb's conditional offer and the reason for European reluctance.",rss,Стубб: операция против Ирана отвлекает Вашингтон от конфликта на Украине,2026-03-17 02:06:45+00,https://www.kommersant.ru/doc/8513693,global,,russian_state
108,Fabricated quote to portray US-Europe disunity,HIGH,framing_analysis,"Finnish President Alexander Stubb commented on Europe's potential military assistance to the US in the Strait of Hormuz in exchange for US support for Ukraine, and the US focus on Iran.","Russian state media focuses on Stubb's concern that the US is shifting its attention from Ukraine to Iran, and TASS adds a fabricated quote about Europe refusing to help the US because it wasn't warned about an attack on Iran.","Russian state media, particularly TASS, fabricates a direct quote from Stubb stating that Europe refused to help the US because it wasn't warned about an attack on Iran. The other Russian state media outlets selectively focus on Stubb's 'concern' about US attention shifting, omitting the conditional offer of European help for Ukraine support. Trusted media accurately reports Stubb's conditional offer and the reason for European reluctance.",rss,"Стубб: Европа не спешит помогать Трампу, так как США не проконсультировались с союзниками",2026-03-17 10:11:00+00,https://rus.err.ee/1609969840/stubb-evropa-ne-speshit-pomogat-trampu-tak-kak-ssha-ne-prokonsultirovalis-s-sojuznikami,global,,estonian_media
108,Fabricated quote to portray US-Europe disunity,HIGH,framing_analysis,"Finnish President Alexander Stubb commented on Europe's potential military assistance to the US in the Strait of Hormuz in exchange for US support for Ukraine, and the US focus on Iran.","Russian state media focuses on Stubb's concern that the US is shifting its attention from Ukraine to Iran, and TASS adds a fabricated quote about Europe refusing to help the US because it wasn't warned about an attack on Iran.","Russian state media, particularly TASS, fabricates a direct quote from Stubb stating that Europe refused to help the US because it wasn't warned about an attack on Iran. The other Russian state media outlets selectively focus on Stubb's 'concern' about US attention shifting, omitting the conditional offer of European help for Ukraine support. Trusted media accurately reports Stubb's conditional offer and the reason for European reluctance.",rss,"Стубб: Европа отказалась помогать США, так как ее не предупредили об атаке на Иран",2026-03-17 13:42:49+00,https://tass.ru/mezhdunarodnaya-panorama/26792589,global,,russian_state
108,Fabricated quote to portray US-Europe disunity,HIGH,framing_analysis,"Finnish President Alexander Stubb commented on Europe's potential military assistance to the US in the Strait of Hormuz in exchange for US support for Ukraine, and the US focus on Iran.","Russian state media focuses on Stubb's concern that the US is shifting its attention from Ukraine to Iran, and TASS adds a fabricated quote about Europe refusing to help the US because it wasn't warned about an attack on Iran.","Russian state media, particularly TASS, fabricates a direct quote from Stubb stating that Europe refused to help the US because it wasn't warned about an attack on Iran. The other Russian state media outlets selectively focus on Stubb's 'concern' about US attention shifting, omitting the conditional offer of European help for Ukraine support. Trusted media accurately reports Stubb's conditional offer and the reason for European reluctance.",rss,Finnish President: Europe could offer to help Trump on Iran — if he backs Ukraine,2026-03-17 22:01:00+00,https://www.ukrinform.net/rubric-polytics/4102709-finnish-president-europe-could-offer-to-help-trump-on-iran-if-he-backs-ukraine.html,global,,trusted
108,Fabricated quote to portray US-Europe disunity,HIGH,framing_analysis,"Finnish President Alexander Stubb commented on Europe's potential military assistance to the US in the Strait of Hormuz in exchange for US support for Ukraine, and the US focus on Iran.","Russian state media focuses on Stubb's concern that the US is shifting its attention from Ukraine to Iran, and TASS adds a fabricated quote about Europe refusing to help the US because it wasn't warned about an attack on Iran.","Russian state media, particularly TASS, fabricates a direct quote from Stubb stating that Europe refused to help the US because it wasn't warned about an attack on Iran. The other Russian state media outlets selectively focus on Stubb's 'concern' about US attention shifting, omitting the conditional offer of European help for Ukraine support. Trusted media accurately reports Stubb's conditional offer and the reason for European reluctance.",rss,Стубб: Европа могла бы помочь США в Ормузском проливе в обмен на поддержку Украины,2026-03-18 06:05:00+00,https://rus.err.ee/1609970600/stubb-evropa-mogla-by-pomoch-ssha-v-ormuzskom-prolive-v-obmen-na-podderzhku-ukrainy,global,,estonian_media
108,Fabricated quote to portray US-Europe disunity,HIGH,framing_analysis,"Finnish President Alexander Stubb commented on Europe's potential military assistance to the US in the Strait of Hormuz in exchange for US support for Ukraine, and the US focus on Iran.","Russian state media focuses on Stubb's concern that the US is shifting its attention from Ukraine to Iran, and TASS adds a fabricated quote about Europe refusing to help the US because it wasn't warned about an attack on Iran.","Russian state media, particularly TASS, fabricates a direct quote from Stubb stating that Europe refused to help the US because it wasn't warned about an attack on Iran. The other Russian state media outlets selectively focus on Stubb's 'concern' about US attention shifting, omitting the conditional offer of European help for Ukraine support. Trusted media accurately reports Stubb's conditional offer and the reason for European reluctance.",rss,Президент Финляндии: Европа может помочь США в Ормузском проливе в обмен на поддержку Украины,2026-03-18 09:04:40+00,https://pmo.ee/8435663,global,,estonian_media
108,Fabricated quote to portray US-Europe disunity,HIGH,framing_analysis,"Finnish President Alexander Stubb commented on Europe's potential military assistance to the US in the Strait of Hormuz in exchange for US support for Ukraine, and the US focus on Iran.","Russian state media focuses on Stubb's concern that the US is shifting its attention from Ukraine to Iran, and TASS adds a fabricated quote about Europe refusing to help the US because it wasn't warned about an attack on Iran.","Russian state media, particularly TASS, fabricates a direct quote from Stubb stating that Europe refused to help the US because it wasn't warned about an attack on Iran. The other Russian state media outlets selectively focus on Stubb's 'concern' about US attention shifting, omitting the conditional offer of European help for Ukraine support. Trusted media accurately reports Stubb's conditional offer and the reason for European reluctance.",rss,Президент Финляндии: Европа могла бы помочь Трампу с Ираном при одном условии,2026-03-18 11:40:08+00,https://tribuna.ee/tribuna/world/finlandia-evropa-mogla-by-dostich-soglashenie-tramp-odno-uslovie/,global,,russian_language_ee
108,Fabricated quote to portray US-Europe disunity,HIGH,framing_analysis,"Finnish President Alexander Stubb commented on Europe's potential military assistance to the US in the Strait of Hormuz in exchange for US support for Ukraine, and the US focus on Iran.","Russian state media focuses on Stubb's concern that the US is shifting its attention from Ukraine to Iran, and TASS adds a fabricated quote about Europe refusing to help the US because it wasn't warned about an attack on Iran.","Russian state media, particularly TASS, fabricates a direct quote from Stubb stating that Europe refused to help the US because it wasn't warned about an attack on Iran. The other Russian state media outlets selectively focus on Stubb's 'concern' about US attention shifting, omitting the conditional offer of European help for Ukraine support. Trusted media accurately reports Stubb's conditional offer and the reason for European reluctance.",rss,Война. Тысяча четыреста восемьдесят четвертый день. Президент Финляндии: ЕС мог бы заключить сделку с Трампом — помощь в войне с Ираном в обмен на помощь Украине,2026-03-18 15:03:10+00,https://meduza.io/feature/2026/03/18/voyna,global,,russian_independent
108,Fabricated quote to portray US-Europe disunity,HIGH,framing_analysis,"Finnish President Alexander Stubb commented on Europe's potential military assistance to the US in the Strait of Hormuz in exchange for US support for Ukraine, and the US focus on Iran.","Russian state media focuses on Stubb's concern that the US is shifting its attention from Ukraine to Iran, and TASS adds a fabricated quote about Europe refusing to help the US because it wasn't warned about an attack on Iran.","Russian state media, particularly TASS, fabricates a direct quote from Stubb stating that Europe refused to help the US because it wasn't warned about an attack on Iran. The other Russian state media outlets selectively focus on Stubb's 'concern' about US attention shifting, omitting the conditional offer of European help for Ukraine support. Trusted media accurately reports Stubb's conditional offer and the reason for European reluctance.",rss,Грецкий: реакция Европы на операцию в Иране напоминает реакцию Белого дома на войну в Украине,2026-03-18 15:17:00+00,https://rus.err.ee/1609971113/greckij-reakcija-evropy-na-operaciju-v-irane-napominaet-reakciju-belogo-doma-na-vojnu-v-ukraine,global,,estonian_media
117,Coordinated amplification of Trump's anti-NATO rhetoric to portray alliance as failing and divided,MEDIUM,framing_analysis,"Donald Trump made statements regarding NATO's future, its role in the Iran conflict, and its support for Ukraine, leading to reactions from various international figures.","Russian state media extensively covers Trump's statements, emphasizing his criticisms of NATO, his doubts about allies' commitment, and the 'bad future' he predicts for the alliance. They also highlight reactions from European politicians (Filippo, Stubb, Merz) that align with or amplify Trump's critical stance on NATO, and include comments from Russian officials (Dmitriev). The coverage suggests a weakening and divided NATO.","",rss,WADA не планирует запрещать Трампу и американским чиновникам посещать ЧМ-2026,2026-03-14 10:21:01+00,https://russian.rt.com/sport/news/1607199-tramp-wada-zapret-otkaz?utm_source=rss&utm_medium=rss&utm_campaign=RSS,global,,russian_state
117,Coordinated amplification of Trump's anti-NATO rhetoric to portray alliance as failing and divided,MEDIUM,framing_analysis,"Donald Trump made statements regarding NATO's future, its role in the Iran conflict, and its support for Ukraine, leading to reactions from various international figures.","Russian state media extensively covers Trump's statements, emphasizing his criticisms of NATO, his doubts about allies' commitment, and the 'bad future' he predicts for the alliance. They also highlight reactions from European politicians (Filippo, Stubb, Merz) that align with or amplify Trump's critical stance on NATO, and include comments from Russian officials (Dmitriev). The coverage suggests a weakening and divided NATO.","",rss,Трамп: НАТО ждёт «плохое будущее» при отказе помогать США в конфликте с Ираном,2026-03-15 23:38:27+00,https://russian.rt.com/world/news/1607663-nato-konflikt-iran?utm_source=rss&utm_medium=rss&utm_campaign=RSS,global,,ru_state
117,Coordinated amplification of Trump's anti-NATO rhetoric to portray alliance as failing and divided,MEDIUM,framing_analysis,"Donald Trump made statements regarding NATO's future, its role in the Iran conflict, and its support for Ukraine, leading to reactions from various international figures.","Russian state media extensively covers Trump's statements, emphasizing his criticisms of NATO, his doubts about allies' commitment, and the 'bad future' he predicts for the alliance. They also highlight reactions from European politicians (Filippo, Stubb, Merz) that align with or amplify Trump's critical stance on NATO, and include comments from Russian officials (Dmitriev). The coverage suggests a weakening and divided NATO.","",rss,Трамп: США не обязаны были помогать союзникам по НАТО с поддержкой Украины,2026-03-15 23:55:49+00,https://russian.rt.com/world/news/1607665-tramp-nato-ukraina?utm_source=rss&utm_medium=rss&utm_campaign=RSS,global,,ru_state
117,Coordinated amplification of Trump's anti-NATO rhetoric to portray alliance as failing and divided,MEDIUM,framing_analysis,"Donald Trump made statements regarding NATO's future, its role in the Iran conflict, and its support for Ukraine, leading to reactions from various international figures.","Russian state media extensively covers Trump's statements, emphasizing his criticisms of NATO, his doubts about allies' commitment, and the 'bad future' he predicts for the alliance. They also highlight reactions from European politicians (Filippo, Stubb, Merz) that align with or amplify Trump's critical stance on NATO, and include comments from Russian officials (Dmitriev). The coverage suggests a weakening and divided NATO.","",rss,"Трамп заявил, что не верит в готовность союзников по НАТО вступиться за США",2026-03-16 00:04:13+00,https://russian.rt.com/world/news/1607666-tramp-gotovnost-nato?utm_source=rss&utm_medium=rss&utm_campaign=RSS,global,,ru_state
117,Coordinated amplification of Trump's anti-NATO rhetoric to portray alliance as failing and divided,MEDIUM,framing_analysis,"Donald Trump made statements regarding NATO's future, its role in the Iran conflict, and its support for Ukraine, leading to reactions from various international figures.","Russian state media extensively covers Trump's statements, emphasizing his criticisms of NATO, his doubts about allies' commitment, and the 'bad future' he predicts for the alliance. They also highlight reactions from European politicians (Filippo, Stubb, Merz) that align with or amplify Trump's critical stance on NATO, and include comments from Russian officials (Dmitriev). The coverage suggests a weakening and divided NATO.","",rss,"Трамп заявил, что расследование удара по начальной школе в Минабе продолжается",2026-03-16 00:45:30+00,https://russian.rt.com/world/news/1607672-rassledovanie-udar-shkola?utm_source=rss&utm_medium=rss&utm_campaign=RSS,global,,ru_state
117,Coordinated amplification of Trump's anti-NATO rhetoric to portray alliance as failing and divided,MEDIUM,framing_analysis,"Donald Trump made statements regarding NATO's future, its role in the Iran conflict, and its support for Ukraine, leading to reactions from various international figures.","Russian state media extensively covers Trump's statements, emphasizing his criticisms of NATO, his doubts about allies' commitment, and the 'bad future' he predicts for the alliance. They also highlight reactions from European politicians (Filippo, Stubb, Merz) that align with or amplify Trump's critical stance on NATO, and include comments from Russian officials (Dmitriev). The coverage suggests a weakening and divided NATO.","",rss,Дмитриев прокомментировал заявление Трампа о «плохом будущем» НАТО,2026-03-16 02:47:34+00,https://russian.rt.com/world/news/1607691-dmitriev-tramp-nato?utm_source=rss&utm_medium=rss&utm_campaign=RSS,global,,ru_state
117,Coordinated amplification of Trump's anti-NATO rhetoric to portray alliance as failing and divided,MEDIUM,framing_analysis,"Donald Trump made statements regarding NATO's future, its role in the Iran conflict, and its support for Ukraine, leading to reactions from various international figures.","Russian state media extensively covers Trump's statements, emphasizing his criticisms of NATO, his doubts about allies' commitment, and the 'bad future' he predicts for the alliance. They also highlight reactions from European politicians (Filippo, Stubb, Merz) that align with or amplify Trump's critical stance on NATO, and include comments from Russian officials (Dmitriev). The coverage suggests a weakening and divided NATO.","",telegram,"🌐 НАЙДЕНО В СЕТИ🇺🇸🇪🇺Financial Times: «Дональд Трамп предупредил, что НАТО ждёт ""очень плохое будущее…",2026-03-16 09:06:34+00,https://t.me/tenipribaltiki/8433,global,,
117,Coordinated amplification of Trump's anti-NATO rhetoric to portray alliance as failing and divided,MEDIUM,framing_analysis,"Donald Trump made statements regarding NATO's future, its role in the Iran conflict, and its support for Ukraine, leading to reactions from various international figures.","Russian state media extensively covers Trump's statements, emphasizing his criticisms of NATO, his doubts about allies' commitment, and the 'bad future' he predicts for the alliance. They also highlight reactions from European politicians (Filippo, Stubb, Merz) that align with or amplify Trump's critical stance on NATO, and include comments from Russian officials (Dmitriev). The coverage suggests a weakening and divided NATO.","",rss,Филиппо призвал Трампа распустить НАТО,2026-03-16 12:52:40+00,https://russian.rt.com/world/news/1607911-tramp-unichtozhenie-nato?utm_source=rss&utm_medium=rss&utm_campaign=RSS,global,,ru_state
